policyID,statecode,county,line,construction,point_granularity
675132,FL,DUVAL COUNTY,Residential,Wood,4
554752,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,4
814357,FL,DUVAL COUNTY,Residential,Wood,4
404882,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,4
155828,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,4
166214,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,4
160019,FL,DUVAL COUNTY,Residential,Masonry,4
415652,FL,DUVAL COUNTY,Residential,Masonry,4
653325,FL,DUVAL COUNTY,Residential,Wood,4
551113,FL,DUVAL COUNTY,Residential,Masonry,3
766852,FL,DUVAL COUNTY,Residential,Wood,3
738095,FL,DUVAL COUNTY,Residential,Masonry,3
609341,FL,DUVAL COUNTY,Residential,Wood,3
825490,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
174260,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,4
212889,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
411014,FL,DUVAL COUNTY,Residential,Masonry,4
977868,FL,DUVAL COUNTY,Residential,Masonry,4
267942,FL,DUVAL COUNTY,Residential,Masonry,4
857378,FL,DUVAL COUNTY,Residential,Masonry,4
138900,FL,DUVAL COUNTY,Residential,Masonry,4
235001,FL,DUVAL COUNTY,Residential,Wood,1
308764,FL,DUVAL COUNTY,Residential,Wood,4
208202,FL,DUVAL COUNTY,Residential,Wood,4
891700,FL,DUVAL COUNTY,Residential,Wood,4
113792,FL,DUVAL COUNTY,Residential,Wood,4
291449,FL,DUVAL COUNTY,Residential,Wood,4
952152,FL,DUVAL COUNTY,Residential,Wood,4
370705,FL,DUVAL COUNTY,Residential,Wood,4
613949,FL,DUVAL COUNTY,Residential,Wood,4
884211,FL,DUVAL COUNTY,Residential,Wood,4
788131,FL,DUVAL COUNTY,Residential,Wood,4
104813,FL,DUVAL COUNTY,Residential,Wood,4
112716,FL,DUVAL COUNTY,Residential,Wood,4
847068,FL,DUVAL COUNTY,Residential,Wood,4
881849,FL,DUVAL COUNTY,Residential,Wood,4
735386,FL,DUVAL COUNTY,Residential,Wood,4
806882,FL,DUVAL COUNTY,Residential,Wood,4
869739,FL,DUVAL COUNTY,Residential,Wood,4
886380,FL,DUVAL COUNTY,Residential,Wood,4
394919,FL,DUVAL COUNTY,Residential,Wood,4
149299,FL,DUVAL COUNTY,Residential,Wood,4
480716,FL,DUVAL COUNTY,Residential,Wood,1
867516,FL,DUVAL COUNTY,Residential,Masonry,1
744539,FL,DUVAL COUNTY,Residential,Masonry,1
527704,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
368692,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
381790,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
629046,FL,DUVAL COUNTY,Residential,Wood,1
843475,FL,DUVAL COUNTY,Residential,Wood,1
131298,FL,DUVAL COUNTY,Residential,Masonry,1
128834,FL,DUVAL COUNTY,Residential,Wood,1
174059,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
730335,FL,DUVAL COUNTY,Residential,Wood,1
915935,FL,DUVAL COUNTY,Residential,Wood,1
699160,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,4
115782,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,4
616761,FL,DUVAL COUNTY,Residential,Masonry,4
316449,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,3
993490,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,4
319016,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
918796,FL,DUVAL COUNTY,Residential,Masonry,1
588805,FL,DUVAL COUNTY,Residential,Wood,1
581736,FL,DUVAL COUNTY,Residential,Wood,1
623179,FL,DUVAL COUNTY,Residential,Wood,1
579807,FL,DUVAL COUNTY,Residential,Wood,1
448150,FL,DUVAL COUNTY,Residential,Wood,1
783929,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
259754,FL,DUVAL COUNTY,Residential,Wood,3
728681,FL,DUVAL COUNTY,Residential,Wood,1
562614,FL,DUVAL COUNTY,Residential,Masonry,1
421728,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
660605,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
548786,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
313415,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
881619,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,3
633231,FL,DUVAL COUNTY,Residential,Masonry,1
315729,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
880715,FL,DUVAL COUNTY,Residential,Wood,1
388469,FL,DUVAL COUNTY,Residential,Masonry,1
894265,FL,DUVAL COUNTY,Residential,Masonry,1
228124,FL,DUVAL COUNTY,Residential,Masonry,1
261556,FL,DUVAL COUNTY,Residential,Masonry,1
333265,FL,DUVAL COUNTY,Residential,Masonry,1
304229,FL,DUVAL COUNTY,Residential,Masonry,1
436435,FL,DUVAL COUNTY,Residential,Masonry,1
137691,FL,DUVAL COUNTY,Residential,Masonry,1
304532,FL,DUVAL COUNTY,Residential,Masonry,1
302588,FL,DUVAL COUNTY,Residential,Masonry,1
198435,FL,DUVAL COUNTY,Residential,Masonry,1
663256,FL,DUVAL COUNTY,Residential,Masonry,1
240634,FL,DUVAL COUNTY,Residential,Masonry,1
155676,FL,DUVAL COUNTY,Residential,Masonry,1
165718,FL,DUVAL COUNTY,Residential,Masonry,1
222480,FL,DUVAL COUNTY,Residential,Masonry,3
953713,FL,DUVAL COUNTY,Residential,Masonry,3
404065,FL,DUVAL COUNTY,Residential,Masonry,3
926832,FL,DUVAL COUNTY,Residential,Masonry,3
872951,FL,DUVAL COUNTY,Residential,Masonry,3
264272,FL,DUVAL COUNTY,Residential,Masonry,3
203631,FL,DUVAL COUNTY,Residential,Masonry,1
373543,FL,DUVAL COUNTY,Residential,Masonry,1
299748,FL,DUVAL COUNTY,Residential,Masonry,1
859127,FL,DUVAL COUNTY,Residential,Masonry,1
478681,FL,DUVAL COUNTY,Residential,Masonry,1
184040,FL,DUVAL COUNTY,Residential,Masonry,1
336646,FL,DUVAL COUNTY,Residential,Masonry,1
755884,FL,DUVAL COUNTY,Residential,Masonry,1
882652,FL,DUVAL COUNTY,Residential,Masonry,1
309143,FL,DUVAL COUNTY,Residential,Masonry,1
463522,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
275930,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
534958,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
167439,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
227490,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
385333,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
911303,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
830731,FL,DUVAL COUNTY,Residential,Masonry,3
674792,FL,DUVAL COUNTY,Residential,Masonry,1
499740,FL,DUVAL COUNTY,Residential,Masonry,1
200064,FL,DUVAL COUNTY,Residential,Wood,1
820514,FL,DUVAL COUNTY,Residential,Wood,3
278950,FL,DUVAL COUNTY,Residential,Wood,4
627059,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
617408,FL,DUVAL COUNTY,Residential,Masonry,3
988276,FL,DUVAL COUNTY,Residential,Masonry,3
116833,FL,DUVAL COUNTY,Residential,Wood,3
725634,FL,DUVAL COUNTY,Residential,Masonry,3
742648,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
240515,FL,DUVAL COUNTY,Residential,Masonry,1
116259,FL,DUVAL COUNTY,Residential,Masonry,1
843330,FL,DUVAL COUNTY,Residential,Masonry,3
123273,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
831264,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,3
868605,FL,DUVAL COUNTY,Residential,Wood,3
268906,FL,DUVAL COUNTY,Residential,Masonry,3
380334,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,3
934958,FL,DUVAL COUNTY,Residential,Masonry,1
992407,FL,DUVAL COUNTY,Residential,Wood,1
486587,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
142263,FL,DUVAL COUNTY,Residential,Wood,1
217681,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
644981,FL,DUVAL COUNTY,Residential,Wood,1
780382,FL,DUVAL COUNTY,Residential,Masonry,1
473524,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
689199,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
220958,FL,DUVAL COUNTY,Residential,Masonry,1
433139,FL,DUVAL COUNTY,Residential,Wood,1
941788,FL,DUVAL COUNTY,Residential,Wood,1
416707,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
320233,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,3
466224,FL,DUVAL COUNTY,Residential,Masonry,1
305378,FL,DUVAL COUNTY,Residential,Masonry,1
539084,FL,DUVAL COUNTY,Residential,Masonry,1
335467,FL,DUVAL COUNTY,Residential,Wood,3
181083,FL,DUVAL COUNTY,Residential,Masonry,3
698079,FL,DUVAL COUNTY,Residential,Masonry,3
180614,FL,DUVAL COUNTY,Residential,Masonry,1
204556,FL,DUVAL COUNTY,Residential,Masonry,1
973884,FL,DUVAL COUNTY,Residential,Masonry,1
895772,FL,DUVAL COUNTY,Commercial,Steel Frame,1
717679,FL,DUVAL COUNTY,Residential,Masonry,1
540677,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,3
363763,FL,DUVAL COUNTY,Residential,Masonry,1
350498,FL,DUVAL COUNTY,Residential,Masonry,1
262713,FL,DUVAL COUNTY,Residential,Masonry,1
159870,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
445055,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
723024,FL,DUVAL COUNTY,Residential,Masonry,3
797748,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
630207,FL,DUVAL COUNTY,Residential,Masonry,1
266144,FL,DUVAL COUNTY,Residential,Masonry,3
272441,FL,DUVAL COUNTY,Residential,Wood,1
957719,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,3
569268,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
251913,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,3
700988,FL,DUVAL COUNTY,Residential,Masonry,4
795157,FL,DUVAL COUNTY,Residential,Masonry,3
759460,FL,DUVAL COUNTY,Commercial,Steel Frame,1
723499,FL,DUVAL COUNTY,Residential,Wood,1
714849,FL,DUVAL COUNTY,Residential,Masonry,1
613160,FL,DUVAL COUNTY,Residential,Wood,1
808910,FL,DUVAL COUNTY,Residential,Wood,1
815129,FL,DUVAL COUNTY,Residential,Masonry,1
183147,FL,DUVAL COUNTY,Residential,Wood,1
739321,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,3
845871,FL,DUVAL COUNTY,Residential,Wood,4
550038,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
664867,FL,DUVAL COUNTY,Residential,Wood,1
950814,FL,DUVAL COUNTY,Residential,Wood,1
194694,FL,DUVAL COUNTY,Residential,Wood,1
486273,FL,DUVAL COUNTY,Residential,Wood,1
505684,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
414788,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
672944,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
830207,FL,DUVAL COUNTY,Residential,Wood,1
366572,FL,DUVAL COUNTY,Residential,Wood,1
691641,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
970488,FL,DUVAL COUNTY,Residential,Masonry,1
620775,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
980091,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,4
187130,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
839651,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
157302,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
163304,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,3
956306,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
510351,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,4
537990,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
946223,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
822573,FL,DUVAL COUNTY,Residential,Masonry,1
639060,FL,DUVAL COUNTY,Residential,Masonry,3
901388,FL,DUVAL COUNTY,Residential,Masonry,3
987499,FL,DUVAL COUNTY,Residential,Masonry,3
361448,FL,DUVAL COUNTY,Residential,Masonry,1
114034,FL,DUVAL COUNTY,Residential,Masonry,3
562725,FL,DUVAL COUNTY,Residential,Masonry,1
711155,FL,DUVAL COUNTY,Residential,Wood,1
764360,FL,DUVAL COUNTY,Residential,Wood,3
406477,FL,DUVAL COUNTY,Residential,Wood,1
876774,FL,DUVAL COUNTY,Residential,Wood,1
513160,FL,DUVAL COUNTY,Residential,Wood,1
522283,FL,DUVAL COUNTY,Residential,Wood,1
683932,FL,DUVAL COUNTY,Residential,Wood,3
789840,FL,DUVAL COUNTY,Residential,Wood,3
705817,FL,DUVAL COUNTY,Residential,Wood,1
153838,FL,DUVAL COUNTY,Residential,Wood,1
898902,FL,DUVAL COUNTY,Residential,Wood,1
803957,FL,DUVAL COUNTY,Residential,Wood,1
206326,FL,DUVAL COUNTY,Residential,Wood,1
832174,FL,DUVAL COUNTY,Residential,Wood,1
468380,FL,DUVAL COUNTY,Residential,Masonry,1
349069,FL,DUVAL COUNTY,Residential,Wood,1
999013,FL,DUVAL COUNTY,Residential,Wood,1
127121,FL,DUVAL COUNTY,Residential,Masonry,1
193256,FL,DUVAL COUNTY,Residential,Wood,1
651006,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
109643,FL,DUVAL COUNTY,Residential,Masonry,4
192624,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
726810,FL,DUVAL COUNTY,Residential,Masonry,3
979128,FL,DUVAL COUNTY,Residential,Masonry,1
152877,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
291684,FL,DUVAL COUNTY,Residential,Masonry,1
483607,FL,DUVAL COUNTY,Residential,Wood,1
759545,FL,DUVAL COUNTY,Residential,Wood,1
815157,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
695521,FL,DUVAL COUNTY,Residential,Wood,1
797336,FL,DUVAL COUNTY,Residential,Wood,1
567322,FL,DUVAL COUNTY,Residential,Wood,4
615735,FL,DUVAL COUNTY,Residential,Wood,4
632376,FL,DUVAL COUNTY,Residential,Masonry,1
324054,FL,DUVAL COUNTY,Residential,Masonry,1
677169,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,3
833956,FL,DUVAL COUNTY,Residential,Wood,1
672714,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
370563,FL,DUVAL COUNTY,Residential,Masonry,1
144030,FL,DUVAL COUNTY,Residential,Masonry,1
585009,FL,DUVAL COUNTY,Residential,Masonry,1
578264,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
663405,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
861696,FL,DUVAL COUNTY,Residential,Masonry,1
375165,FL,DUVAL COUNTY,Residential,Masonry,1
346781,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
461409,FL,DUVAL COUNTY,Residential,Wood,1
410277,FL,DUVAL COUNTY,Residential,Wood,1
203126,FL,DUVAL COUNTY,Residential,Masonry,1
233160,FL,DUVAL COUNTY,Residential,Wood,1
490555,FL,DUVAL COUNTY,Residential,Wood,1
736261,FL,DUVAL COUNTY,Residential,Wood,1
250202,FL,DUVAL COUNTY,Residential,Masonry,1
731093,FL,DUVAL COUNTY,Residential,Wood,1
765364,FL,DUVAL COUNTY,Residential,Wood,1
852113,FL,DUVAL COUNTY,Residential,Masonry,1
286104,FL,DUVAL COUNTY,Residential,Wood,1
298563,FL,DUVAL COUNTY,Residential,Masonry,1
260752,FL,DUVAL COUNTY,Residential,Wood,1
183298,FL,DUVAL COUNTY,Residential,Masonry,1
943570,FL,DUVAL COUNTY,Residential,Wood,1
358776,FL,DUVAL COUNTY,Residential,Wood,1
679069,FL,DUVAL COUNTY,Residential,Wood,1
109707,FL,DUVAL COUNTY,Residential,Wood,4
441091,FL,DUVAL COUNTY,Residential,Wood,1
412973,FL,DUVAL COUNTY,Residential,Wood,1
615654,FL,DUVAL COUNTY,Residential,Wood,1
453688,FL,DUVAL COUNTY,Residential,Wood,1
349770,FL,DUVAL COUNTY,Residential,Wood,1
377756,FL,DUVAL COUNTY,Residential,Wood,4
417525,FL,DUVAL COUNTY,Residential,Wood,1
772202,FL,DUVAL COUNTY,Residential,Wood,1
465667,FL,DUVAL COUNTY,Residential,Wood,1
661043,FL,DUVAL COUNTY,Residential,Wood,1
920045,FL,DUVAL COUNTY,Residential,Wood,1
477675,FL,DUVAL COUNTY,Residential,Wood,1
601213,FL,DUVAL COUNTY,Residential,Wood,3
547436,FL,DUVAL COUNTY,Residential,Wood,1
897493,FL,DUVAL COUNTY,Residential,Wood,1
882370,FL,DUVAL COUNTY,Residential,Wood,1
434296,FL,DUVAL COUNTY,Residential,Wood,3
883174,FL,DUVAL COUNTY,Residential,Wood,3
329928,FL,DUVAL COUNTY,Residential,Wood,1
136230,FL,DUVAL COUNTY,Residential,Masonry,1
664275,FL,DUVAL COUNTY,Residential,Wood,3
685451,FL,DUVAL COUNTY,Residential,Masonry,4
428317,FL,DUVAL COUNTY,Residential,Wood,4
879452,FL,DUVAL COUNTY,Residential,Wood,4
843590,FL,DUVAL COUNTY,Residential,Wood,4
960403,FL,DUVAL COUNTY,Residential,Wood,4
783331,FL,DUVAL COUNTY,Residential,Wood,4
390128,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
326597,FL,DUVAL COUNTY,Residential,Masonry,1
188436,FL,DUVAL COUNTY,Residential,Masonry,1
638406,FL,DUVAL COUNTY,Residential,Masonry,1
944151,FL,DUVAL COUNTY,Residential,Wood,1
683199,FL,DUVAL COUNTY,Residential,Wood,1
341581,FL,DUVAL COUNTY,Commercial,Steel Frame,1
787309,FL,DUVAL COUNTY,Residential,Wood,1
214455,FL,DUVAL COUNTY,Residential,Wood,1
464070,FL,DUVAL COUNTY,Residential,Masonry,1
855730,FL,DUVAL COUNTY,Residential,Wood,1
759731,FL,DUVAL COUNTY,Residential,Wood,1
589870,FL,DUVAL COUNTY,Residential,Wood,1
432375,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
578973,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
391029,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
907351,FL,DUVAL COUNTY,Residential,Masonry,1
105458,FL,DUVAL COUNTY,Residential,Wood,1
211451,FL,DUVAL COUNTY,Residential,Masonry,1
676919,FL,DUVAL COUNTY,Residential,Wood,1
347245,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
812648,FL,DUVAL COUNTY,Residential,Wood,1
476147,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
438149,FL,DUVAL COUNTY,Residential,Wood,1
542924,FL,DUVAL COUNTY,Residential,Masonry,1
195831,FL,DUVAL COUNTY,Residential,Masonry,1
580920,FL,DUVAL COUNTY,Residential,Wood,1
723477,FL,DUVAL COUNTY,Residential,Wood,1
887972,FL,DUVAL COUNTY,Residential,Wood,1
474175,FL,DUVAL COUNTY,Residential,Wood,1
984784,FL,DUVAL COUNTY,Residential,Wood,1
566817,FL,DUVAL COUNTY,Residential,Wood,1
359328,FL,DUVAL COUNTY,Residential,Wood,1
426751,FL,DUVAL COUNTY,Residential,Wood,1
270239,FL,DUVAL COUNTY,Residential,Wood,1
450743,FL,DUVAL COUNTY,Residential,Wood,1
999632,FL,DUVAL COUNTY,Residential,Masonry,1
350388,FL,DUVAL COUNTY,Residential,Wood,1
693037,FL,DUVAL COUNTY,Residential,Wood,1
736290,FL,DUVAL COUNTY,Residential,Wood,1
794128,FL,DUVAL COUNTY,Residential,Masonry,1
111872,FL,DUVAL COUNTY,Residential,Masonry,1
423738,FL,DUVAL COUNTY,Residential,Wood,1
877648,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,4
345252,FL,DUVAL COUNTY,Residential,Masonry,1
642732,FL,DUVAL COUNTY,Residential,Masonry,1
943574,FL,DUVAL COUNTY,Residential,Wood,3
406247,FL,DUVAL COUNTY,Residential,Masonry,3
951711,FL,DUVAL COUNTY,Residential,Masonry,3
445869,FL,DUVAL COUNTY,Residential,Masonry,1
486064,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
644345,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
502937,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
832302,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
622536,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
502695,FL,DUVAL COUNTY,Residential,Masonry,1
312241,FL,DUVAL COUNTY,Residential,Masonry,1
810868,FL,DUVAL COUNTY,Residential,Masonry,1
234425,FL,DUVAL COUNTY,Residential,Wood,1
158604,FL,DUVAL COUNTY,Residential,Wood,1
877366,FL,DUVAL COUNTY,Residential,Masonry,1
331156,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
876930,FL,DUVAL COUNTY,Residential,Masonry,1
644610,FL,DUVAL COUNTY,Residential,Wood,1
438553,FL,DUVAL COUNTY,Residential,Masonry,1
918032,FL,DUVAL COUNTY,Residential,Masonry,1
231140,FL,DUVAL COUNTY,Residential,Masonry,1
782881,FL,DUVAL COUNTY,Residential,Masonry,1
351475,FL,DUVAL COUNTY,Residential,Wood,1
138777,FL,DUVAL COUNTY,Residential,Wood,1
698487,FL,DUVAL COUNTY,Residential,Wood,1
113468,FL,DUVAL COUNTY,Residential,Wood,1
313308,FL,DUVAL COUNTY,Residential,Wood,1
702406,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
355722,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
479223,FL,DUVAL COUNTY,Residential,Masonry,1
972733,FL,DUVAL COUNTY,Residential,Masonry,1
917349,FL,DUVAL COUNTY,Residential,Masonry,1
969618,FL,DUVAL COUNTY,Residential,Masonry,1
613229,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
143012,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
958482,FL,DUVAL COUNTY,Residential,Wood,1
868447,FL,DUVAL COUNTY,Residential,Masonry,4
643165,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
853539,FL,DUVAL COUNTY,Residential,Wood,3
346970,FL,DUVAL COUNTY,Residential,Masonry,1
575060,FL,DUVAL COUNTY,Residential,Masonry,1
716249,FL,DUVAL COUNTY,Residential,Masonry,1
875356,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
227315,FL,DUVAL COUNTY,Residential,Masonry,1
526994,FL,DUVAL COUNTY,Residential,Masonry,1
104020,FL,DUVAL COUNTY,Residential,Wood,1
944627,FL,DUVAL COUNTY,Residential,Masonry,1
140313,FL,DUVAL COUNTY,Residential,Wood,1
825027,FL,DUVAL COUNTY,Residential,Masonry,1
881035,FL,DUVAL COUNTY,Residential,Wood,3
146667,FL,DUVAL COUNTY,Residential,Masonry,3
484077,FL,DUVAL COUNTY,Residential,Wood,3
806729,FL,DUVAL COUNTY,Residential,Wood,3
679130,FL,DUVAL COUNTY,Residential,Wood,3
124498,FL,DUVAL COUNTY,Residential,Wood,3
353260,FL,DUVAL COUNTY,Residential,Wood,1
295727,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,3
935739,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,3
141411,FL,DUVAL COUNTY,Residential,Wood,4
714565,FL,DUVAL COUNTY,Residential,Wood,4
226217,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
289192,FL,DUVAL COUNTY,Residential,Wood,1
868952,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
736360,FL,DUVAL COUNTY,Residential,Wood,1
298047,FL,DUVAL COUNTY,Residential,Wood,1
394353,FL,DUVAL COUNTY,Residential,Wood,1
459263,FL,DUVAL COUNTY,Residential,Wood,1
848273,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,3
172518,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
651235,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
533310,FL,DUVAL COUNTY,Residential,Wood,4
743164,FL,DUVAL COUNTY,Residential,Masonry,3
650324,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
258813,FL,DUVAL COUNTY,Commercial,Reinforced Concrete,1
245373,FL,DUVAL COUNTY,Residential,Masonry,1
408523,FL,DUVAL COUNTY,Residential,Masonry,1
705100,FL,DUVAL COUNTY,Residential,Masonry,1
826657,FL,DUVAL COUNTY,Residential,Masonry,1
714243,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
570538,FL,DUVAL COUNTY,Residential,Masonry,3
541092,FL,DUVAL COUNTY,Residential,Masonry,1
177124,FL,DUVAL COUNTY,Residential,Wood,1
878737,FL,DUVAL COUNTY,Residential,Wood,1
996578,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
352325,FL,DUVAL COUNTY,Residential,Masonry,1
740265,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
116489,FL,DUVAL COUNTY,Residential,Masonry,1
561995,FL,DUVAL COUNTY,Residential,Wood,1
883007,FL,DUVAL COUNTY,Residential,Wood,1
311356,FL,DUVAL COUNTY,Residential,Wood,1
979963,FL,DUVAL COUNTY,Residential,Wood,1
660172,FL,DUVAL COUNTY,Residential,Masonry,1
916239,FL,DUVAL COUNTY,Residential,Masonry,1
122198,FL,DUVAL COUNTY,Residential,Wood,1
429542,FL,DUVAL COUNTY,Residential,Wood,1
802577,FL,DUVAL COUNTY,Residential,Wood,1
229846,FL,DUVAL COUNTY,Residential,Wood,1
188388,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
448897,FL,DUVAL COUNTY,Residential,Wood,1
936035,FL,DUVAL COUNTY,Residential,Wood,1
651786,FL,DUVAL COUNTY,Residential,Masonry,1
203663,FL,DUVAL COUNTY,Residential,Masonry,1
966508,FL,DUVAL COUNTY,Residential,Wood,3
162022,FL,DUVAL COUNTY,Residential,Wood,3
521610,FL,DUVAL COUNTY,Residential,Wood,1
408036,FL,DUVAL COUNTY,Residential,Wood,1
877870,FL,DUVAL COUNTY,Residential,Wood,1
490040,FL,DUVAL COUNTY,Residential,Wood,1
412228,FL,DUVAL COUNTY,Residential,Wood,1
883565,FL,DUVAL COUNTY,Residential,Wood,1
327786,FL,DUVAL COUNTY,Residential,Wood,1
292491,FL,DUVAL COUNTY,Residential,Wood,1
248762,FL,DUVAL COUNTY,Residential,Wood,1
660128,FL,DUVAL COUNTY,Residential,Masonry,1
405176,FL,DUVAL COUNTY,Residential,Masonry,1
349794,FL,DUVAL COUNTY,Residential,Wood,1
874577,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,1
207390,FL,DUVAL COUNTY,Residential,Wood,1
948982,FL,DUVAL COUNTY,Residential,Wood,1
113716,FL,DUVAL COUNTY,Residential,Masonry,1
432759,FL,DUVAL COUNTY,Residential,Wood,1
907539,FL,DUVAL COUNTY,Residential,Wood,1
323619,FL,DUVAL COUNTY,Residential,Wood,3
980073,FL,DUVAL COUNTY,Residential,Wood,4
116742,FL,DUVAL COUNTY,Residential,Wood,3
319111,FL,DUVAL COUNTY,Residential,Wood,1
516563,FL,DUVAL COUNTY,Residential,Wood,1
704912,FL,DUVAL COUNTY,Residential,Wood,1
454283,FL,DUVAL COUNTY,Residential,Masonry,3
500509,FL,DUVAL COUNTY,Commercial,Reinforced Masonry,3
